| Idx | Short Name                                         | Start (ns)       | End (ns)         | Duration (ns) | Stream | Category        | Grid       | Block      | Regs/Thr | ShMem (B) | Comm Algorithm              | Comm Size Hint                    | Xfer Bytes | Xfer Kind | Full Name                                                                                                                                                                                                |
| 792 | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN            | 3519584435292133 | 3519584435295877 | 3744          | 23     | compute_kernel  | (128,1,1)  | (256,1,1)  | 255      | 156168    |                             |                                   |            |           | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                  |
| 793 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 3519584435294661 | 3519584435300293 | 5632          | 23     | compute_kernel  | (112,1,1)  | (256,1,1)  | 255      | 156168    |                             |                                   |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
| 794 | void flashinfer::trtllm_allreduce_fusion::allre... | 3519584435298661 | 3519584435305542 | 6881          | 23     | communication   | (4,1,1)    | (224,1,1)  | 62       | 136       | flashinfer_allreduce_fusion |                                   |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
| 795 | void router_gemm_kernel_float_output<__nv_bfloa... | 3519584435305733 | 3519584435309286 | 3553          | 23     | compute_kernel  | (384,1,1)  | (128,1,1)  | 64       | 16        |                             |                                   |            |           | void router_gemm_kernel_float_output<__nv_bfloat16, 128, 8, 1, 384, 7168>(float*, __nv_bfloat16 const*, __nv_bfloat16 const*)                                                                            |
| 796 | void at::native::vectorized_elementwise_kernel<... | 3519584435306022 | 3519584435307173 | 1151          | 5644   | compute_kernel  | (14,1,1)   | (128,1,1)  | 16       | 0         |                             |                                   |            |           | void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)                                      |
| 797 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... | 3519584435307813 | 3519584435309637 | 1824          | 5644   | compute_kernel  | (128,2,1)  | (512,1,1)  | 32       | 0         |                             |                                   |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
| 798 | _ZN7cutlass13device_kernelIN10flashinfer4gemm58... | 3519584435309413 | 3519584435318661 | 9248          | 5644   | compute_kernel  | (2,4,1)    | (256,1,1)  | 89       | 218112    |                             |                                   |            |           | _ZN7cutlass13device_kernelIN10flashinfer4gemm58DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_2_4_1_2SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collect... |
| 799 | void at::native::vectorized_elementwise_kernel<... | 3519584435309734 | 3519584435312517 | 2783          | 23     | compute_kernel  | (1,1,1)    | (128,1,1)  | 16       | 0         |                             |                                   |            |           | void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<unsigned char>, std::array<char*, 1ul> >(int, at::native::FillFunctor<unsigned char>, std::array<char*, 1ul>)                  |
| 800 | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat... | 3519584435312998 | 3519584435314726 | 1728          | 23     | compute_kernel  | (1,2,1)    | (512,1,1)  | 32       | 0         |                             |                                   |            |           | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat16, false>(int, int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                          |
| 801 | void at::native::vectorized_elementwise_kernel<... | 3519584435315206 | 3519584435316965 | 1759          | 23     | compute_kernel  | (1,1,1)    | (128,1,1)  | 32       | 0         |                             |                                   |            |           | void at::native::vectorized_elementwise_kernel<8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_c... |
| 802 | void moe::dev::routing::routingCustom::routingI... | 3519584435317125 | 3519584435324421 | 7296          | 23     | compute_kernel  | (1,1,1)    | (384,1,1)  | 40       | 4768      |                             |                                   |            |           | void moe::dev::routing::routingCustom::routingIndicesBlockKernel<moe::dev::routing::routingCustom::KernelParams<float, __nv_bfloat16, 384, 8, moe::dev::routing::TopKExpertSelect<moe::dev::routing::... |
| 803 | triton_poi_fused_mul_silu_slice_0                  | 3519584435319141 | 3519584435321094 | 1953          | 5644   | compute_kernel  | (2,1,1)    | (128,1,1)  | 16       | 0         |                             |                                   |            |           | triton_poi_fused_mul_silu_slice_0                                                                                                                                                                        |
| 804 | void at::native::vectorized_elementwise_kernel<... | 3519584435321541 | 3519584435322725 | 1184          | 5644   | compute_kernel  | (1,1,1)    | (128,1,1)  | 16       | 0         |                             |                                   |            |           | void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)                                      |
| 805 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... | 3519584435323205 | 3519584435324581 | 1376          | 5644   | compute_kernel  | (128,1,1)  | (32,1,1)   | 32       | 0         |                             |                                   |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
| 806 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x51... | 3519584435324293 | 3519584435334022 | 9729          | 23     | compute_kernel  | (4,8,1)    | (512,1,1)  | 128      | 202240    |                             |                                   |            |           | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512u2_s5_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schedS_biasFp32M_bN_ldgsts_ldgstsSf_rgTma_clmp_swiGlu_dynB_sm100f                                 |
| 807 | _ZN7cutlass13device_kernelIN10flashinfer4gemm58... | 3519584435325061 | 3519584435330565 | 5504          | 5644   | compute_kernel  | (2,56,1)   | (256,1,1)  | 89       | 218112    |                             |                                   |            |           | _ZN7cutlass13device_kernelIN10flashinfer4gemm58DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_2_4_1_2SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collect... |
| 808 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256... | 3519584435330181 | 3519584435337926 | 7745          | 23     | compute_kernel  | (56,8,1)   | (512,1,1)  | 128      | 124752    |                             |                                   |            |           | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s6_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_rgTma_clmp_dynB_sm100f                                                     |
| 809 | void moe::dev::finalize::finalizeKernel<moe::de... | 3519584435336293 | 3519584435340230 | 3937          | 23     | compute_kernel  | (28,1,1)   | (256,1,1)  | 32       | 0         |                             |                                   |            |           | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, 4, true> >(moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16... |
| 810 | triton_poi_fused_add_mul_0                         | 3519584435340550 | 3519584435341925 | 1375          | 23     | compute_kernel  | (7,1,1)    | (128,1,1)  | 26       | 0         |                             |                                   |            |           | triton_poi_fused_add_mul_0                                                                                                                                                                               |
| 811 | void flashinfer::trtllm_allreduce_fusion::allre... | 3519584435342086 | 3519584435350405 | 8319          | 23     | communication   | (4,1,1)    | (224,1,1)  | 62       | 136       | flashinfer_allreduce_fusion |                                   |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
| 812 | void fused_a_gemm_kernel<1, 2112, 7168, 16, 8, ... | 3519584435350725 | 3519584435358533 | 7808          | 23     | compute_kernel  | (132,1,1)  | (256,1,1)  | 48       | 197632    |                             |                                   |            |           | void fused_a_gemm_kernel<1, 2112, 7168, 16, 8, 256, 16>(__nv_bfloat16*, __nv_bfloat16 const*, __nv_bfloat16 const*, int)                                                                                 |
| 813 | triton_poi_fused_1                                 | 3519584435358918 | 3519584435360646 | 1728          | 23     | compute_kernel  | (1,1,1)    | (128,1,1)  | 47       | 0         |                             |                                   |            |           | triton_poi_fused_1                                                                                                                                                                                       |
| 814 | triton_red_fused_2                                 | 3519584435361062 | 3519584435363430 | 2368          | 23     | compute_kernel  | (2,1,1)    | (512,1,1)  | 26       | 8192      |                             |                                   |            |           | triton_red_fused_2                                                                                                                                                                                       |
| 815 | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN           | 3519584435363430 | 3519584435369125 | 5695          | 23     | compute_kernel  | (96,1,1)   | (256,1,1)  | 255      | 172552    |                             |                                   |            |           | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                 |
| 816 | triton_poi_fused_add_copy_expand_index_mul_neg_... | 3519584435369445 | 3519584435371494 | 2049          | 23     | compute_kernel  | (2,1,1)    | (128,1,1)  | 56       | 0         |                             |                                   |            |           | triton_poi_fused_add_copy_expand_index_mul_neg_slice_split_stack_unsqueeze_view_3                                                                                                                        |
| 817 | void vllm::concat_and_cache_mla_kernel<__nv_bfl... | 3519584435371814 | 3519584435374405 | 2591          | 23     | compute_kernel  | (1,1,1)    | (512,1,1)  | 30       | 0         |                             |                                   |            |           | void vllm::concat_and_cache_mla_kernel<__nv_bfloat16, unsigned char, (vllm::Fp8KVCacheDataType)1>(__nv_bfloat16 const*, __nv_bfloat16 const*, unsigned char*, long const*, int, int, int, int, int, i... |
| 818 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_NNT            | 3519584435374405 | 3519584435377414 | 3009          | 23     | compute_kernel  | (64,1,1)   | (256,1,1)  | 255      | 156168    |                             |                                   |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_NNT                                                                                                                                                                  |
| 819 | triton_poi_fused__to_copy_cat_clamp_mul_recipro... | 3519584435377574 | 3519584435379270 | 1696          | 23     | compute_kernel  | (18,1,1)   | (128,1,1)  | 16       | 0         |                             |                                   |            |           | triton_poi_fused__to_copy_cat_clamp_mul_reciprocal_view_0                                                                                                                                                |
| 820 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVP... | 3519584435379430 | 3519584435388709 | 9279          | 23     | compute_kernel  | (74,2,1)   | (512,1,1)  | 128      | 161456    |                             |                                   |            |           | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP32MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
| 821 | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN            | 3519584435388454 | 3519584435392326 | 3872          | 23     | compute_kernel  | (128,1,1)  | (256,1,1)  | 255      | 156168    |                             |                                   |            |           | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                  |
| 822 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 3519584435390982 | 3519584435396710 | 5728          | 23     | compute_kernel  | (112,1,1)  | (256,1,1)  | 255      | 156168    |                             |                                   |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
| 823 | void flashinfer::trtllm_allreduce_fusion::allre... | 3519584435395142 | 3519584435402950 | 7808          | 23     | communication   | (4,1,1)    | (224,1,1)  | 62       | 136       | flashinfer_allreduce_fusion |                                   |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
| 824 | void router_gemm_kernel_float_output<__nv_bfloa... | 3519584435403270 | 3519584435406182 | 2912          | 23     | compute_kernel  | (384,1,1)  | (128,1,1)  | 64       | 16        |                             |                                   |            |           | void router_gemm_kernel_float_output<__nv_bfloat16, 128, 8, 1, 384, 7168>(float*, __nv_bfloat16 const*, __nv_bfloat16 const*)                                                                            |
| 825 | void at::native::vectorized_elementwise_kernel<... | 3519584435403621 | 3519584435405061 | 1440          | 5644   | compute_kernel  | (14,1,1)   | (128,1,1)  | 16       | 0         |                             |                                   |            |           | void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)                                      |
| 826 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... | 3519584435405606 | 3519584435407494 | 1888          | 5644   | compute_kernel  | (128,2,1)  | (512,1,1)  | 32       | 0         |                             |                                   |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
| 827 | void at::native::vectorized_elementwise_kernel<... | 3519584435406694 | 3519584435408773 | 2079          | 23     | compute_kernel  | (1,1,1)    | (128,1,1)  | 16       | 0         |                             |                                   |            |           | void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<unsigned char>, std::array<char*, 1ul> >(int, at::native::FillFunctor<unsigned char>, std::array<char*, 1ul>)                  |
| 828 | _ZN7cutlass13device_kernelIN10flashinfer4gemm58... | 3519584435407717 | 3519584435417189 | 9472          | 5644   | compute_kernel  | (2,4,1)    | (256,1,1)  | 89       | 218112    |                             |                                   |            |           | _ZN7cutlass13device_kernelIN10flashinfer4gemm58DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_2_4_1_2SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collect... |
| 829 | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat... | 3519584435409381 | 3519584435411749 | 2368          | 23     | compute_kernel  | (1,2,1)    | (512,1,1)  | 32       | 0         |                             |                                   |            |           | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat16, false>(int, int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                          |
| 830 | void at::native::vectorized_elementwise_kernel<... | 3519584435412390 | 3519584435413990 | 1600          | 23     | compute_kernel  | (1,1,1)    | (128,1,1)  | 32       | 0         |                             |                                   |            |           | void at::native::vectorized_elementwise_kernel<8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_c... |
| 831 | void moe::dev::routing::routingCustom::routingI... | 3519584435414118 | 3519584435421510 | 7392          | 23     | compute_kernel  | (1,1,1)    | (384,1,1)  | 40       | 4768      |                             |                                   |            |           | void moe::dev::routing::routingCustom::routingIndicesBlockKernel<moe::dev::routing::routingCustom::KernelParams<float, __nv_bfloat16, 384, 8, moe::dev::routing::TopKExpertSelect<moe::dev::routing::... |
| 832 | triton_poi_fused_mul_silu_slice_0                  | 3519584435417637 | 3519584435419718 | 2081          | 5644   | compute_kernel  | (2,1,1)    | (128,1,1)  | 16       | 0         |                             |                                   |            |           | triton_poi_fused_mul_silu_slice_0                                                                                                                                                                        |
| 833 | void at::native::vectorized_elementwise_kernel<... | 3519584435420293 | 3519584435421829 | 1536          | 5644   | compute_kernel  | (1,1,1)    | (128,1,1)  | 16       | 0         |                             |                                   |            |           | void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)                                      |
| 834 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x51... | 3519584435421350 | 3519584435431173 | 9823          | 23     | compute_kernel  | (4,8,1)    | (512,1,1)  | 128      | 202240    |                             |                                   |            |           | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512u2_s5_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schedS_biasFp32M_bN_ldgsts_ldgstsSf_rgTma_clmp_swiGlu_dynB_sm100f                                 |
| 835 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... | 3519584435422598 | 3519584435424165 | 1567          | 5644   | compute_kernel  | (128,1,1)  | (32,1,1)   | 32       | 0         |                             |                                   |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
| 836 | _ZN7cutlass13device_kernelIN10flashinfer4gemm58... | 3519584435424485 | 3519584435430182 | 5697          | 5644   | compute_kernel  | (2,56,1)   | (256,1,1)  | 89       | 218112    |                             |                                   |            |           | _ZN7cutlass13device_kernelIN10flashinfer4gemm58DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_2_4_1_2SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collect... |
| 837 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256... | 3519584435427238 | 3519584435435110 | 7872          | 23     | compute_kernel  | (56,8,1)   | (512,1,1)  | 128      | 124752    |                             |                                   |            |           | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s6_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_rgTma_clmp_dynB_sm100f                                                     |
| 838 | void moe::dev::finalize::finalizeKernel<moe::de... | 3519584435433638 | 3519584435437510 | 3872          | 23     | compute_kernel  | (28,1,1)   | (256,1,1)  | 32       | 0         |                             |                                   |            |           | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, 4, true> >(moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16... |
| 839 | triton_poi_fused_add_mul_0                         | 3519584435437830 | 3519584435439366 | 1536          | 23     | compute_kernel  | (7,1,1)    | (128,1,1)  | 26       | 0         |                             |                                   |            |           | triton_poi_fused_add_mul_0                                                                                                                                                                               |
| 840 | void flashinfer::trtllm_allreduce_fusion::allre... | 3519584435439366 | 3519584435447174 | 7808          | 23     | communication   | (4,1,1)    | (224,1,1)  | 62       | 136       | flashinfer_allreduce_fusion |                                   |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
| 841 | void fused_a_gemm_kernel<1, 2112, 7168, 16, 8, ... | 3519584435447494 | 3519584435454981 | 7487          | 23     | compute_kernel  | (132,1,1)  | (256,1,1)  | 48       | 197632    |                             |                                   |            |           | void fused_a_gemm_kernel<1, 2112, 7168, 16, 8, 256, 16>(__nv_bfloat16*, __nv_bfloat16 const*, __nv_bfloat16 const*, int)                                                                                 |
| 842 | triton_poi_fused_1                                 | 3519584435455301 | 3519584435457030 | 1729          | 23     | compute_kernel  | (1,1,1)    | (128,1,1)  | 47       | 0         |                             |                                   |            |           | triton_poi_fused_1                                                                                                                                                                                       |
| 843 | triton_red_fused_2                                 | 3519584435457190 | 3519584435459462 | 2272          | 23     | compute_kernel  | (2,1,1)    | (512,1,1)  | 26       | 8192      |                             |                                   |            |           | triton_red_fused_2                                                                                                                                                                                       |
| 844 | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN           | 3519584435459462 | 3519584435465318 | 5856          | 23     | compute_kernel  | (96,1,1)   | (256,1,1)  | 255      | 172552    |                             |                                   |            |           | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                 |
| 845 | triton_poi_fused_add_copy_expand_index_mul_neg_... | 3519584435465638 | 3519584435467814 | 2176          | 23     | compute_kernel  | (2,1,1)    | (128,1,1)  | 56       | 0         |                             |                                   |            |           | triton_poi_fused_add_copy_expand_index_mul_neg_slice_split_stack_unsqueeze_view_3                                                                                                                        |
| 846 | void vllm::concat_and_cache_mla_kernel<__nv_bfl... | 3519584435468422 | 3519584435470598 | 2176          | 23     | compute_kernel  | (1,1,1)    | (512,1,1)  | 30       | 0         |                             |                                   |            |           | void vllm::concat_and_cache_mla_kernel<__nv_bfloat16, unsigned char, (vllm::Fp8KVCacheDataType)1>(__nv_bfloat16 const*, __nv_bfloat16 const*, unsigned char*, long const*, int, int, int, int, int, i... |
| 847 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_NNT            | 3519584435470598 | 3519584435473606 | 3008          | 23     | compute_kernel  | (64,1,1)   | (256,1,1)  | 255      | 156168    |                             |                                   |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_NNT                                                                                                                                                                  |
| 848 | triton_poi_fused__to_copy_cat_clamp_mul_recipro... | 3519584435473894 | 3519584435475814 | 1920          | 23     | compute_kernel  | (18,1,1)   | (128,1,1)  | 16       | 0         |                             |                                   |            |           | triton_poi_fused__to_copy_cat_clamp_mul_reciprocal_view_0                                                                                                                                                |
| 849 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVP... | 3519584435475814 | 3519584435484966 | 9152          | 23     | compute_kernel  | (74,2,1)   | (512,1,1)  | 128      | 161456    |                             |                                   |            |           | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP32MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
| 850 | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN            | 3519584435484678 | 3519584435488294 | 3616          | 23     | compute_kernel  | (128,1,1)  | (256,1,1)  | 255      | 156168    |                             |                                   |            |           | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                  |
| 851 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 3519584435487206 | 3519584435492582 | 5376          | 23     | compute_kernel  | (112,1,1)  | (256,1,1)  | 255      | 156168    |                             |                                   |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
| 852 | void flashinfer::trtllm_allreduce_fusion::allre... | 3519584435491110 | 3519584435499142 | 8032          | 23     | communication   | (4,1,1)    | (224,1,1)  | 62       | 136       | flashinfer_allreduce_fusion |                                   |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
| 853 | void router_gemm_kernel_float_output<__nv_bfloa... | 3519584435499462 | 3519584435502278 | 2816          | 23     | compute_kernel  | (384,1,1)  | (128,1,1)  | 64       | 16        |                             |                                   |            |           | void router_gemm_kernel_float_output<__nv_bfloat16, 128, 8, 1, 384, 7168>(float*, __nv_bfloat16 const*, __nv_bfloat16 const*)                                                                            |
| 854 | void at::native::vectorized_elementwise_kernel<... | 3519584435499782 | 3519584435501094 | 1312          | 5644   | compute_kernel  | (14,1,1)   | (128,1,1)  | 16       | 0         |                             |                                   |            |           | void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)                                      |
| 855 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... | 3519584435501702 | 3519584435503910 | 2208          | 5644   | compute_kernel  | (128,2,1)  | (512,1,1)  | 32       | 0         |                             |                                   |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
| 856 | void at::native::vectorized_elementwise_kernel<... | 3519584435502790 | 3519584435504870 | 2080          | 23     | compute_kernel  | (1,1,1)    | (128,1,1)  | 16       | 0         |                             |                                   |            |           | void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<unsigned char>, std::array<char*, 1ul> >(int, at::native::FillFunctor<unsigned char>, std::array<char*, 1ul>)                  |
| 857 | _ZN7cutlass13device_kernelIN10flashinfer4gemm58... | 3519584435503942 | 3519584435513478 | 9536          | 5644   | compute_kernel  | (2,4,1)    | (256,1,1)  | 89       | 218112    |                             |                                   |            |           | _ZN7cutlass13device_kernelIN10flashinfer4gemm58DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_2_4_1_2SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collect... |
| 858 | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat... | 3519584435505350 | 3519584435508006 | 2656          | 23     | compute_kernel  | (1,2,1)    | (512,1,1)  | 32       | 0         |                             |                                   |            |           | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat16, false>(int, int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                          |
| 859 | void at::native::vectorized_elementwise_kernel<... | 3519584435508454 | 3519584435510246 | 1792          | 23     | compute_kernel  | (1,1,1)    | (128,1,1)  | 32       | 0         |                             |                                   |            |           | void at::native::vectorized_elementwise_kernel<8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_c... |
| 860 | void moe::dev::routing::routingCustom::routingI... | 3519584435510374 | 3519584435517606 | 7232          | 23     | compute_kernel  | (1,1,1)    | (384,1,1)  | 40       | 4768      |                             |                                   |            |           | void moe::dev::routing::routingCustom::routingIndicesBlockKernel<moe::dev::routing::routingCustom::KernelParams<float, __nv_bfloat16, 384, 8, moe::dev::routing::TopKExpertSelect<moe::dev::routing::... |
| 861 | triton_poi_fused_mul_silu_slice_0                  | 3519584435513958 | 3519584435516070 | 2112          | 5644   | compute_kernel  | (2,1,1)    | (128,1,1)  | 16       | 0         |                             |                                   |            |           | triton_poi_fused_mul_silu_slice_0                                                                                                                                                                        |
| 862 | void at::native::vectorized_elementwise_kernel<... | 3519584435516550 | 3519584435517798 | 1248          | 5644   | compute_kernel  | (1,1,1)    | (128,1,1)  | 16       | 0         |                             |                                   |            |           | void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)                                      |
| 863 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x51... | 3519584435517446 | 3519584435527110 | 9664          | 23     | compute_kernel  | (4,8,1)    | (512,1,1)  | 128      | 202240    |                             |                                   |            |           | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512u2_s5_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schedS_biasFp32M_bN_ldgsts_ldgstsSf_rgTma_clmp_swiGlu_dynB_sm100f                                 |
| 864 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... | 3519584435518406 | 3519584435520006 | 1600          | 5644   | compute_kernel  | (128,1,1)  | (32,1,1)   | 32       | 0         |                             |                                   |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
| 865 | _ZN7cutlass13device_kernelIN10flashinfer4gemm58... | 3519584435520198 | 3519584435525766 | 5568          | 5644   | compute_kernel  | (2,56,1)   | (256,1,1)  | 89       | 218112    |                             |                                   |            |           | _ZN7cutlass13device_kernelIN10flashinfer4gemm58DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_2_4_1_2SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collect... |
